City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
667,Tuatapere,NZ,-46.1333,167.6833,50.14,86,16,5.37,Few Clouds
668,Karaton,ID,-6.3424,106.1045,75.54,95,100,2.59,Moderate Rain
669,Srednekolymsk,RU,67.45,153.6833,29.3,90,100,1.95,Overcast Clouds
670,Mayo,US,38.8876,-76.5119,69.24,78,0,5.75,Mist
671,Soeng Sang,TH,14.4264,102.4606,67.39,85,100,7.11,Overcast Clouds
672,Khilok,RU,51.3674,110.4676,51.73,41,100,3.58,Overcast Clouds
673,El Molino,CO,10.6523,-72.924,81.01,53,100,1.79,Overcast Clouds
674,Kadoma,JP,34.7333,135.5833,55.18,61,56,3.44,Broken Clouds
675,Gubkinskiy,RU,64.434,76.5026,24.71,93,95,6.55,Overcast Clouds
676,Sao Francisco De Assis,BR,-29.5503,-55.1311,55.11,98,100,12.95,Moderate Rain
677,Port Hawkesbury,CA,45.6169,-61.3485,43.88,77,100,12.66,Overcast Clouds
678,Munchberg,DE,50.2,11.7833,63.81,53,0,6.91,Clear Sky
679,Vao,NC,-22.6667,167.4833,75.51,88,16,10.31,Few Clouds
680,Banjar,ID,-8.19,114.9675,78.82,90,100,3.02,Overcast Clouds
